order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,restaurant_location,customer_location
1476586,173667,Osteria Morini,Italian,8.88,Weekend,Not given,34,26,"(40.7219323, -73.9976726)","(40.7082770365015, -74.05535804063108)"
1477951,242689,The Odeon,American,13.92,Weekend,Not given,34,23,"(40.716972, -74.0078817)","(40.7519352705424, -73.98062382343063)"
1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5,27,29,"(40.7341879, -74.0064162)","(40.7502315968611, -74.06771999514646)"
1477738,97346,Osteria Morini,Italian,12.13,Weekend,5,22,26,"(40.7219323, -73.9976726)","(40.725456268107266, -73.93847459066639)"
1477403,87603,The Meatball Shop,American,6.69,Weekend,4,27,27,"(40.7651951, -73.9874674)","(40.7473988316974, -74.04369720288135)"
1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18,"(40.7820656, -73.9806368)","(40.80996832222706, -73.98656382349311)"
1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5,34,33,"(40.7651951, -73.9874674)","(40.80637544298243, -74.04114031114271)"
1477936,133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,Not given,27,29,"(40.7079524, -74.0078296)","(40.70409713665031, -73.9488821931156)"
1478209,63141,Shake Shack,American,29.1,Weekend,Not given,23,28,"(40.6437718, -74.0758827)","(40.67024345502781, -74.13424775882807)"
1477643,139827,RedFarm Hudson,Chinese,5.77,Weekend,4,33,28,"(40.7341879, -74.0064162)","(40.73772735755424, -74.07253745641738)"
1477809,148499,Posto,Italian,24.25,Weekend,Not given,23,25,"(40.7348558, -73.982864)","(40.72745679910486, -73.92563523538593)"
1478380,110091,The Meatball Shop,Italian,9.41,Weekday,5,30,32,"(40.7651951, -73.9874674)","(40.74167340135184, -74.05513163691005)"
1477516,52256,Han Dynasty,Chinese,29.15,Weekend,Not given,31,19,"(40.7875393, -73.9764459)","(40.77624903930763, -74.01366125686448)"
1476914,141445,Parm,Italian,16.3,Weekend,3,26,23,"(40.7230381, -73.9957182)","(40.7213907100041, -74.04657518291037)"
1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5,25,30,"(40.7288007, -73.9885054)","(40.6728867551924, -73.96006009424465)"
1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,Not given,21,26,"(40.7341879, -74.0064162)","(40.76774764950614, -73.95740512184051)"
1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5,24,22,"(40.729656500000004, -74.0010910063657)","(40.76489995878827, -74.01630036706317)"
1476866,42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,Not given,34,32,"(40.7079524, -74.0078296)","(40.66347576901413, -74.05296412969776)"
1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3,33,21,"(40.7079524, -74.0078296)","(40.73785583216455, -74.0237261001733)"
1477495,92806,Shake Shack,American,14.94,Weekday,Not given,33,31,"(40.6437718, -74.0758827)","(40.662572105119736, -74.14140397487553)"
1477248,349123,Shake Shack,American,12.95,Weekday,5,20,30,"(40.6437718, -74.0758827)","(40.68075175503687, -74.13057090038286)"
1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25,"(40.7298568, -74.0035384)","(40.772002871703414, -73.96954831440284)"
1477238,87727,Blue Ribbon Sushi,Japanese,13.87,Weekend,Not given,28,28,"(40.7079524, -74.0078296)","(40.75122196956964, -73.98673356912184)"
1478052,77544,Shake Shack,American,24.3,Weekend,4,35,16,"(40.6437718, -74.0758827)","(40.66151235330676, -74.04697187343352)"
1477130,365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4,22,16,"(40.714289, -73.9988678)","(40.74086192824837, -74.0104025753147)"
1477592,87357,Shake Shack,American,31.43,Weekend,5,30,19,"(40.6437718, -74.0758827)","(40.66976012037773, -74.07190612166835)"
1477659,54093,Shake Shack,American,13.0,Weekend,Not given,20,18,"(40.6437718, -74.0758827)","(40.62556427092855, -74.05084958746835)"
1477661,122852,Blue Ribbon Fried Chicken,American,24.2,Weekend,Not given,28,29,"(40.7244607, -73.9909251)","(40.70355126991848, -74.04966971910481)"
1477230,284455,Shake Shack,American,12.66,Weekend,5,35,24,"(40.6437718, -74.0758827)","(40.648492450450966, -74.02586578979609)"
1476624,117810,Momoya,Japanese,6.84,Weekday,Not given,21,24,"(40.7426475, -73.9964607)","(40.77632950524608, -73.99060632833341)"
1477749,362842,Cafe Habana,Mexican,9.75,Weekday,5,34,30,"(40.7228449, -73.9942284)","(40.77540153890535, -73.9785079363222)"
1478037,97346,da Umberto,Italian,7.61,Weekend,Not given,23,26,"(40.7395688, -73.9959132)","(40.704127012983804, -74.03563601502124)"
1477109,208020,Sushi of Gari 46,Japanese,29.05,Weekend,Not given,21,23,"(40.7606902, -73.9895916)","(40.76394823268745, -73.93990706348237)"
1476916,52832,Dickson's Farmstand Meats,American,15.72,Weekend,4,23,28,"(40.7423521, -74.0054238)","(40.698816231754975, -73.99202170028325)"
1476703,405334,TAO,Japanese,25.22,Weekend,Not given,26,16,"(40.7625746, -73.9714449)","(40.75627025244267, -74.00892553410544)"
1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29,"(40.7151273, -73.9973245)","(40.683634587423334, -73.95294916534385)"
1476650,88201,J. G. Melon,American,8.35,Weekend,5,29,23,"(40.771073, -73.9593705)","(40.7627896971172, -73.91519929585786)"
1476643,88185,Momoya,Japanese,22.85,Weekend,4,32,17,"(40.7426475, -73.9964607)","(40.722421065493506, -73.96396230683071)"
1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5,23,28,"(40.7079524, -74.0078296)","(40.70967105069556, -73.94198267452903)"
1476934,126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3,21,16,"(40.7298568, -74.0035384)","(40.70717283828906, -73.98496820866583)"
1476954,97370,Momoya,Japanese,14.21,Weekend,Not given,24,30,"(40.7426475, -73.9964607)","(40.68696274937709, -73.9701775035472)"
1478228,86233,TAO,Japanese,15.28,Weekend,4,33,22,"(40.7625746, -73.9714449)","(40.77089471370328, -74.01846728546653)"
1478002,348096,The Meatball Shop,Italian,12.13,Weekend,5,34,16,"(40.7651951, -73.9874674)","(40.739750247798554, -73.97589600297101)"
1478112,232542,The Meatball Shop,Italian,22.36,Weekend,4,35,21,"(40.7651951, -73.9874674)","(40.734221502056464, -74.00825550080118)"
1478114,237616,Shake Shack,American,5.68,Weekend,Not given,26,18,"(40.6437718, -74.0758827)","(40.61938980162862, -74.08880002056125)"
1477400,68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4,22,17,"(40.7167674, -74.0084565)","(40.728228568481136, -73.98209723053012)"
1478274,374826,Waverly Diner,American,22.8,Weekend,4,25,21,"(40.7331105, -74.0001672)","(40.751031719129905, -73.95899010078638)"
1477804,381020,The Meatball Shop,Italian,19.45,Weekend,5,21,19,"(40.7651951, -73.9874674)","(40.76478695066074, -73.94947948251674)"
1477572,150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5,20,23,"(40.713822199999996, -73.96198697270917)","(40.74634672480177, -73.93887959917964)"
1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20,"(40.7079524, -74.0078296)","(40.737423281539044, -74.03470529320126)"
1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29,"(40.7651951, -73.9874674)","(40.782288667440106, -73.93584082817357)"
1476929,61181,S'MAC,American,24.2,Weekend,Not given,28,17,"(40.7301897, -73.9836385)","(40.72462831743633, -74.01857190488815)"
1477812,93505,Rubirosa,Italian,24.2,Weekend,5,31,15,"(40.7227225, -73.9961142)","(40.72804307547956, -74.03023974634255)"
1477210,182080,Shake Shack,American,14.65,Weekday,Not given,26,33,"(40.6437718, -74.0758827)","(40.648583501129124, -74.14890940681533)"
1477873,370053,Shake Shack,American,12.08,Weekend,3,29,24,"(40.6437718, -74.0758827)","(40.62452409368754, -74.12089297644607)"
1477858,60052,Rubirosa,Italian,5.77,Weekend,Not given,27,21,"(40.7227225, -73.9961142)","(40.737564095756944, -74.03775641691433)"
1477788,270444,P.J. Clarke's,American,4.71,Weekend,Not given,23,15,"(40.7589826, -73.9682301)","(40.77765948440215, -73.93560568550535)"
1476711,106968,Blue Ribbon Fried Chicken,American,8.78,Weekend,Not given,22,26,"(40.7244607, -73.9909251)","(40.75893996878617, -74.02431108339427)"
1477523,53503,RedFarm Broadway,Chinese,12.23,Weekend,4,21,21,"(40.7820656, -73.9806368)","(40.75118467085592, -74.00445019736132)"
1476572,356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5,20,29,"(40.7244607, -73.9909251)","(40.71190754151836, -74.05121074361584)"
1476628,70456,Parm,Italian,12.56,Weekday,Not given,32,28,"(40.7230381, -73.9957182)","(40.68275640131234, -73.97561749333418)"
1476927,62626,Sushi of Gari 46,Japanese,13.05,Weekend,Not given,24,22,"(40.7606902, -73.9895916)","(40.72385424422191, -73.99193662639803)"
1477547,242754,Rubirosa,Italian,13.92,Weekend,Not given,29,27,"(40.7227225, -73.9961142)","(40.77059753501379, -74.01121147371725)"
1477850,216438,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,33,17,"(40.7079524, -74.0078296)","(40.68968757539491, -73.9869300718874)"
1477133,175290,Shake Shack,American,12.18,Weekend,Not given,26,25,"(40.6437718, -74.0758827)","(40.59895909598931, -74.07926629174607)"
1476746,201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15,"(40.7443707, -73.98779)","(40.74814122507424, -74.02181128365486)"
1477724,80531,RedFarm Hudson,Chinese,12.18,Weekend,Not given,24,27,"(40.7341879, -74.0064162)","(40.765357494964434, -74.04594688909539)"
1476911,74707,Bareburger,American,8.63,Weekend,4,21,22,"(40.7216328, -73.9885495)","(40.7606457262921, -73.99224555647658)"
1478292,334373,Tamarind TriBeCa,Indian,12.18,Weekend,Not given,26,30,"(40.7191453, -74.0089504)","(40.74452372448023, -73.94726449763428)"
1478024,241719,Sushi of Gari Tribeca,Japanese,14.12,Weekend,Not given,21,29,"(40.7167674, -74.0084565)","(40.71660216240796, -73.94520304254557)"
1478281,58898,Blue Ribbon Sushi,Japanese,16.93,Weekend,4,30,25,"(40.7079524, -74.0078296)","(40.75474136445358, -74.01025355603814)"
1478009,379538,Parm,Italian,6.79,Weekend,3,21,30,"(40.7230381, -73.9957182)","(40.77560733093054, -73.97071303179531)"
1476898,174437,Han Dynasty,Chinese,29.2,Weekend,Not given,26,30,"(40.7875393, -73.9764459)","(40.83565417896017, -73.93666358808626)"
1477285,325285,RedFarm Broadway,Chinese,14.02,Weekday,Not given,25,26,"(40.7820656, -73.9806368)","(40.79840327303304, -73.92361415771607)"
1477934,60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21,"(40.7820656, -73.9806368)","(40.80057021810103, -74.0278588054409)"
1476645,140477,Serafina Fabulous Pizza,Italian,13.68,Weekend,5,20,20,"(40.7761311, -73.9624593)","(40.81291493866792, -73.96355310059771)"
1477450,79215,Blue Ribbon Sushi,Japanese,11.93,Weekend,3,24,21,"(40.7079524, -74.0078296)","(40.67232506560283, -73.99491556155232)"
1477657,177078,Lantern Thai Kitchen,Thai,13.97,Weekend,Not given,28,29,"(40.6952526, -73.9954766)","(40.65526749900123, -73.97194542846066)"
1478135,276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27,"(40.7651951, -73.9874674)","(40.808730715940094, -73.95885679725146)"
1477254,58898,Blue Ribbon Sushi,Japanese,8.1,Weekend,5,35,18,"(40.7079524, -74.0078296)","(40.67945263570967, -73.99243537308789)"
1477705,60397,Jack's Wife Freda,Mediterranean,12.18,Weekend,3,33,23,"(40.7298568, -74.0035384)","(40.69166062237599, -73.98976815142679)"
1477814,62359,Pylos,Mediterranean,35.41,Weekday,4,21,29,"(40.7261637, -73.9840813)","(40.6980975715105, -74.03178718761113)"
1478059,53947,Gaia Italian Cafe,Italian,8.78,Weekend,Not given,25,15,"(40.7222054, -73.9821254)","(40.74981744414537, -73.9723278107391)"
1478192,54365,Shake Shack,American,16.25,Weekend,5,27,23,"(40.6437718, -74.0758827)","(40.67359234727534, -74.05140285379727)"
1477743,104130,Blue Ribbon Sushi,Japanese,6.64,Weekend,Not given,23,15,"(40.7079524, -74.0078296)","(40.68308708470922, -74.00260759744043)"
1477203,60138,The Meatball Shop,American,15.86,Weekday,5,29,26,"(40.7651951, -73.9874674)","(40.815451485295036, -73.9703321796852)"
1477292,386766,Parm,Italian,17.03,Weekday,3,21,27,"(40.7230381, -73.9957182)","(40.70760259938156, -73.93533556008752)"
1477178,47440,Bareburger,American,24.2,Weekend,4,23,23,"(40.7216328, -73.9885495)","(40.69849212777839, -74.02286205824589)"
1478283,167986,J. G. Melon,American,8.25,Weekday,3,34,33,"(40.771073, -73.9593705)","(40.81625904272686, -73.91737420476002)"
1477879,362961,ilili Restaurant,Middle Eastern,16.49,Weekend,4,30,28,"(40.7443707, -73.98779)","(40.73474448976415, -73.92880781048268)"
1478303,72639,Sushi of Gari,Japanese,10.72,Weekday,Not given,30,26,"(40.7713448, -73.95278)","(40.76394638027735, -73.8914319448597)"
1477049,175101,TAO,Japanese,9.65,Weekend,4,25,18,"(40.7625746, -73.9714449)","(40.79199977682751, -73.96654478636448)"
1477088,129486,Mamoun's Falafel,Mediterranean,12.61,Weekend,4,21,17,"(40.7288007, -73.9885054)","(40.751399971520506, -74.01482837006631)"
1476964,81405,RedFarm Broadway,Chinese,24.25,Weekend,5,29,22,"(40.7820656, -73.9806368)","(40.74731989790824, -73.9798464228775)"
1477981,154464,Westville Hudson,American,11.16,Weekend,4,24,20,"(40.7272539, -74.0075081)","(40.76226756895133, -73.98955224767309)"
1478063,367093,Parm,Italian,15.86,Weekday,Not given,30,24,"(40.7230381, -73.9957182)","(40.75093389821046, -74.02619807642539)"
1477636,94909,Parm,Italian,12.13,Weekend,4,29,26,"(40.7230381, -73.9957182)","(40.75423045396635, -73.94379477500677)"
1477763,111356,Blue Ribbon Sushi,Japanese,13.87,Weekday,Not given,31,30,"(40.7079524, -74.0078296)","(40.76039268184183, -74.03360622498845)"
1477944,70564,Rubirosa,Italian,14.12,Weekday,3,26,27,"(40.7227225, -73.9961142)","(40.691556829621454, -73.95152451258375)"
1478073,121686,TAO,Japanese,24.25,Weekend,4,22,21,"(40.7625746, -73.9714449)","(40.76960000153998, -73.91885381172315)"
1478357,142356,Blue Ribbon Sushi,Japanese,14.07,Weekday,Not given,35,29,"(40.7079524, -74.0078296)","(40.73983635721748, -74.04322141905384)"
1478055,7567,indikitch,Indian,5.58,Weekend,Not given,35,30,"(40.7421269, -73.9905046)","(40.70773845846846, -73.92854334554222)"
1477019,62359,RedFarm Hudson,Chinese,15.52,Weekend,5,30,18,"(40.7341879, -74.0064162)","(40.70665121104126, -74.01322472823483)"
1477159,283310,Shake Shack,American,8.73,Weekend,Not given,35,17,"(40.6437718, -74.0758827)","(40.67145531528063, -74.06602912159235)"
1478409,151333,Melt Shop,American,25.27,Weekend,5,27,30,"(40.7446867, -73.9908292)","(40.78439792730824, -73.9423440165526)"
1477471,103147,Hot Kitchen,Chinese,29.54,Weekend,5,34,28,"(40.7569712, -73.967446)","(40.77263500311566, -73.91272901424952)"
1476747,115213,Junoon,Indian,9.22,Weekday,Not given,30,32,"(40.7431207, -73.9909146)","(40.781351881028066, -73.94036662450956)"
1477165,128600,Blue Ribbon Fried Chicken,American,15.33,Weekend,Not given,23,15,"(40.7244607, -73.9909251)","(40.71109843988293, -74.01755040772204)"
1477378,115610,Tamarind TriBeCa,Indian,12.13,Weekend,Not given,35,20,"(40.7191453, -74.0089504)","(40.739544435008185, -74.05062502468452)"
1476803,73873,Han Dynasty,Chinese,14.02,Weekend,Not given,24,15,"(40.7875393, -73.9764459)","(40.76957683789109, -74.00503475344526)"
1478331,42424,Han Dynasty,Chinese,12.13,Weekend,5,33,27,"(40.7875393, -73.9764459)","(40.835978711309735, -73.99245543445811)"
1478319,84087,The Meatball Shop,Italian,16.49,Weekend,3,22,28,"(40.7651951, -73.9874674)","(40.801443034685796, -74.0287930455245)"
1477090,54081,Osteria Morini,Italian,9.22,Weekday,4,29,33,"(40.7219323, -73.9976726)","(40.66952380510706, -73.99753904694053)"
1477623,41136,The Meatball Shop,Italian,19.35,Weekend,Not given,27,20,"(40.7651951, -73.9874674)","(40.804394774657034, -73.98514716620497)"
1477098,304509,RedFarm Broadway,Chinese,22.8,Weekday,Not given,33,33,"(40.7820656, -73.9806368)","(40.73710001990554, -73.9357627221217)"
1477399,378482,Shake Shack,American,29.49,Weekend,Not given,34,24,"(40.6437718, -74.0758827)","(40.62245626550303, -74.11703669201333)"
1476649,38116,Ravagh Persian Grill,Middle Eastern,16.93,Weekend,Not given,33,21,"(40.761861749999994, -73.96064029749999)","(40.75425903125586, -73.91183920733647)"
1477719,367051,RedFarm Hudson,Chinese,15.04,Weekend,3,35,25,"(40.7341879, -74.0064162)","(40.715434421046886, -73.95237649267239)"
1477816,187187,Momoya,Japanese,11.59,Weekend,3,24,29,"(40.7426475, -73.9964607)","(40.69568122983856, -73.98803086784446)"
1476637,49695,Blue Ribbon Fried Chicken,American,18.24,Weekend,Not given,21,16,"(40.7244607, -73.9909251)","(40.69506042110466, -73.97423597729271)"
1476774,114400,Shake Shack,American,29.39,Weekday,Not given,23,33,"(40.6437718, -74.0758827)","(40.622526597055646, -74.14754880671542)"
1476775,66636,Shake Shack,American,29.1,Weekday,5,29,31,"(40.6437718, -74.0758827)","(40.65061874924657, -74.00766321020772)"
1478087,96921,Bareburger,American,8.39,Weekend,3,27,30,"(40.7216328, -73.9885495)","(40.777373643163955, -73.97226468872792)"
1478395,283052,Han Dynasty,Chinese,13.0,Weekend,4,32,22,"(40.7875393, -73.9764459)","(40.795689966362865, -73.92697840227788)"
1478265,52832,Dos Caminos,Mexican,16.06,Weekend,Not given,35,19,"(40.7558726, -73.9704163)","(40.784275291285404, -73.97846735801268)"
1476625,348352,Olea,Mediterranean,6.69,Weekday,Not given,20,28,"(40.6878089, -73.97061292171767)","(40.69307967221976, -74.03241515271495)"
1477413,325272,Shake Shack,American,16.1,Weekend,Not given,28,24,"(40.6437718, -74.0758827)","(40.65407590302161, -74.03175608524711)"
1477485,165695,Jack's Wife Freda,Mediterranean,6.69,Weekend,5,21,16,"(40.7298568, -74.0035384)","(40.71419557264558, -74.03442207992309)"
1477168,352130,TAO,Japanese,12.08,Weekend,Not given,24,30,"(40.7625746, -73.9714449)","(40.80340322910064, -74.02122322114874)"
1476872,42018,Blue Ribbon Sushi,Japanese,5.82,Weekday,Not given,27,28,"(40.7079524, -74.0078296)","(40.73059976509192, -74.06323493872884)"
1477309,64151,Rubirosa,Italian,22.8,Weekday,5,32,27,"(40.7227225, -73.9961142)","(40.686203737998134, -73.9577280253992)"
1477456,124085,Blue Ribbon Sushi Bar & Grill,Japanese,15.91,Weekend,Not given,31,16,"(40.7079524, -74.0078296)","(40.72710685712525, -74.04108617674875)"
1477428,77857,Shake Shack,American,8.0,Weekend,4,24,30,"(40.6437718, -74.0758827)","(40.65046865549416, -74.00447706111554)"
1477359,373285,RedFarm Hudson,Chinese,12.08,Weekend,Not given,21,24,"(40.7341879, -74.0064162)","(40.767613166135455, -73.9815495302157)"
1477542,59673,Shake Shack,American,12.08,Weekday,Not given,27,27,"(40.6437718, -74.0758827)","(40.65784289013074, -74.13313988694601)"
1477945,63096,Rubirosa,Italian,14.12,Weekend,Not given,33,15,"(40.7227225, -73.9961142)","(40.72011344911953, -74.02827075025675)"
1477211,304365,Sarabeth's Restaurant,American,21.93,Weekend,Not given,25,27,"(40.7652199, -73.9755591)","(40.73476707094243, -74.02388989199994)"
1477315,176622,Cafe Mogador,Middle Eastern,15.91,Weekend,5,32,15,"(40.7273469, -73.984402)","(40.704764257429616, -74.00140894794927)"
1478058,200631,Amy Ruth's,Southern,7.38,Weekday,4,24,29,"(40.8024602, -73.9502299)","(40.81944235824807, -74.00375089294079)"
1476678,91817,Shake Shack,American,21.39,Weekend,4,28,18,"(40.6437718, -74.0758827)","(40.654554836214686, -74.10619519037535)"
1478363,138024,Cho Dang Gol,Korean,29.25,Weekend,4,23,21,"(40.7501714, -73.9863439)","(40.72153535753996, -73.95868129862357)"
1477288,47879,El Parador Cafe,Mexican,13.19,Weekday,5,22,28,"(40.7444662, -73.9747193)","(40.700986725347384, -73.95896574483783)"
1477651,404649,Parm,Italian,19.45,Weekday,Not given,28,28,"(40.7230381, -73.9957182)","(40.71956103087375, -74.0571259413243)"
1476977,41246,Shake Shack,American,25.17,Weekend,5,27,26,"(40.6437718, -74.0758827)","(40.66807859984897, -74.0205600244362)"
1477544,113972,RedFarm Hudson,Chinese,19.35,Weekend,4,31,15,"(40.7341879, -74.0064162)","(40.74311456941425, -73.97142491662372)"
1477487,209552,TAO,Japanese,12.61,Weekend,5,32,24,"(40.7625746, -73.9714449)","(40.724785641805276, -73.95781913540651)"
1478387,70564,Jack's Wife Freda,Mediterranean,12.08,Weekend,5,30,19,"(40.7298568, -74.0035384)","(40.71868945138397, -73.9664950829353)"
1476909,366975,Blue Ribbon Sushi Bar & Grill,Japanese,4.85,Weekend,5,20,21,"(40.7079524, -74.0078296)","(40.745720196874395, -74.00635784490609)"
1478204,64153,Blue Ribbon Fried Chicken,American,14.07,Weekday,4,34,24,"(40.7244607, -73.9909251)","(40.74161280293383, -73.94709923797343)"
1476739,290266,Socarrat Paella Bar,Spanish,25.22,Weekend,5,23,20,"(40.7244928, -73.9950083)","(40.75899412336232, -74.01304623403298)"
1476617,53513,The Meatball Shop,Italian,31.33,Weekend,3,30,15,"(40.7651951, -73.9874674)","(40.749318347988535, -73.9577071537795)"
1477563,385426,Shake Shack,American,17.03,Weekday,5,35,32,"(40.6437718, -74.0758827)","(40.60114261433647, -74.03240265165273)"
1478217,62161,Tamarind TriBeCa,Indian,6.07,Weekend,4,30,17,"(40.7191453, -74.0089504)","(40.74519689101325, -74.01048000330455)"
1478341,254913,Shake Shack,American,10.82,Weekend,4,34,20,"(40.6437718, -74.0758827)","(40.6254431689755, -74.11791823498841)"
1477200,289597,Han Dynasty,Chinese,9.51,Weekday,Not given,24,27,"(40.7875393, -73.9764459)","(40.74596448315773, -74.00111705675666)"
1476982,47440,Bareburger,American,8.73,Weekend,5,21,19,"(40.7216328, -73.9885495)","(40.74957463821068, -73.97572631522826)"
1477852,74412,da Umberto,Italian,32.98,Weekend,Not given,30,28,"(40.7395688, -73.9959132)","(40.77848916330946, -73.96811466993516)"
1477325,54110,Parm,Italian,19.35,Weekday,4,23,26,"(40.7230381, -73.9957182)","(40.76566913603236, -73.96555654944262)"
1477524,236739,Xi'an Famous Foods,Chinese,19.45,Weekend,5,28,18,"(40.7151273, -73.9973245)","(40.73381987580183, -73.96950211598198)"
1477430,182252,Five Leaves,American,6.26,Weekday,5,31,26,"(40.723735950000005, -73.95164194773636)","(40.75447049800589, -73.90715800253217)"
1476763,142170,RedFarm Broadway,Chinese,13.1,Weekend,4,26,22,"(40.7820656, -73.9806368)","(40.81496072871015, -73.95482803193941)"
1476893,164131,Tony's Di Napoli,Italian,14.07,Weekend,Not given,22,27,"(40.7563915, -73.9854253)","(40.71844884457601, -74.02156660813618)"
1476884,167828,Shake Shack,American,15.57,Weekend,Not given,35,18,"(40.6437718, -74.0758827)","(40.64688696961403, -74.03999580205836)"
1477693,67345,Bareburger,American,13.05,Weekend,4,31,30,"(40.7216328, -73.9885495)","(40.71431854260045, -74.06128684567975)"
1477676,78939,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,25,"(40.7079524, -74.0078296)","(40.70091369717584, -73.94887159716951)"
1477922,304587,Westville Hudson,American,33.03,Weekend,5,25,18,"(40.7272539, -74.0075081)","(40.746829782888454, -73.98901608476456)"
1477219,389155,The Meatball Shop,Italian,32.98,Weekday,3,23,25,"(40.7651951, -73.9874674)","(40.78769386124753, -73.93618230541298)"
1478018,304112,Shake Shack,American,16.25,Weekday,5,27,31,"(40.6437718, -74.0758827)","(40.62264543820644, -74.14323537456768)"
1477998,90113,Blue Ribbon Sushi,Japanese,29.1,Weekend,5,20,16,"(40.7079524, -74.0078296)","(40.73513095175594, -74.00903513822695)"
1477170,197832,The Meatball Shop,Italian,12.08,Weekday,Not given,25,28,"(40.7651951, -73.9874674)","(40.731215180892946, -73.95552064995472)"
1478282,221394,Cafe Habana,Mexican,8.25,Weekend,4,21,29,"(40.7228449, -73.9942284)","(40.71039425100054, -73.93259097664824)"
1477826,381020,RedFarm Broadway,Chinese,8.2,Weekend,4,31,30,"(40.7820656, -73.9806368)","(40.827208686514666, -74.01452949484461)"
1477890,284835,Shake Shack,American,22.36,Weekday,3,20,32,"(40.6437718, -74.0758827)","(40.65911156495171, -74.00068053509537)"
1477160,61181,The Meatball Shop,Italian,8.63,Weekday,4,28,27,"(40.7651951, -73.9874674)","(40.79920227481641, -74.02883922129857)"
1477605,91907,Momoya,Japanese,9.02,Weekend,Not given,21,30,"(40.7426475, -73.9964607)","(40.79488187383782, -73.98990253967229)"
1478351,78939,Blue Ribbon Sushi,Japanese,12.08,Weekend,5,31,16,"(40.7079524, -74.0078296)","(40.7183153090173, -74.03958125232715)"
1477017,175101,TAO,Japanese,15.76,Weekend,Not given,26,19,"(40.7625746, -73.9714449)","(40.773172246200076, -74.00379044296862)"
1478053,125262,Barbounia,Mediterranean,5.77,Weekend,Not given,23,23,"(40.7382829, -73.9880343)","(40.74381711995699, -74.03304242406264)"
1476933,375704,Shake Shack,American,32.98,Weekend,3,22,21,"(40.6437718, -74.0758827)","(40.6822497413838, -74.07309167269237)"
1476656,124596,RedFarm Hudson,Chinese,29.1,Weekday,Not given,27,26,"(40.7341879, -74.0064162)","(40.77815234705799, -73.97641659258151)"
1476800,183520,Blue Ribbon Sushi,Japanese,11.59,Weekend,Not given,26,23,"(40.7079524, -74.0078296)","(40.673872341384445, -74.02436636272891)"
1477568,296554,Blue Ribbon Fried Chicken,American,9.75,Weekday,5,23,32,"(40.7244607, -73.9909251)","(40.681568093994365, -73.9413143419008)"
1477597,49010,Shake Shack,American,24.25,Weekend,5,34,24,"(40.6437718, -74.0758827)","(40.642437709073995, -74.03137585729743)"
1478001,64153,Blue Ribbon Fried Chicken,American,31.38,Weekend,3,35,20,"(40.7244607, -73.9909251)","(40.72931064163524, -73.93694790040519)"
1477127,314480,Shake Shack,American,15.76,Weekday,5,30,24,"(40.6437718, -74.0758827)","(40.6660584150899, -74.11092092376572)"
1477846,52574,Blue Ribbon Sushi,Japanese,24.25,Weekday,5,30,26,"(40.7079524, -74.0078296)","(40.74457088645644, -74.04689528142659)"
1477297,164131,Tony's Di Napoli,Italian,29.1,Weekend,Not given,26,19,"(40.7563915, -73.9854253)","(40.754970929343585, -73.94445667128413)"
1477838,52256,Han Dynasty,Chinese,12.08,Weekend,5,22,23,"(40.7875393, -73.9764459)","(40.75455439572011, -73.95380063693801)"
1477112,65806,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,21,28,"(40.7244607, -73.9909251)","(40.6820537230456, -73.98847836205836)"
1477355,79215,Blue Ribbon Sushi,Japanese,15.86,Weekend,Not given,33,15,"(40.7079524, -74.0078296)","(40.679564371798364, -74.0084954958144)"
1477365,61181,Shake Shack,American,14.07,Weekend,5,33,25,"(40.6437718, -74.0758827)","(40.68915832400954, -74.08077751210884)"
1477266,85422,Saravanaa Bhavan,Indian,24.25,Weekday,5,29,26,"(40.7414379, -73.9831543)","(40.77656636289125, -73.94511811732876)"
1478403,294478,RedFarm Broadway,Chinese,32.98,Weekend,4,25,15,"(40.7820656, -73.9806368)","(40.77487441479066, -74.0198467544625)"
