,Unnamed: 0.1,Unnamed: 0,Time,Lat,Lon,Street,Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Astronomical_Twilight
3819,3819,3819,2020-04-17 21:21:34,40.757092,-73.954941,Ed Koch Queensboro Bridge East,10.0,0.0,0.0,Cloudy,Night
3820,3820,3820,2020-04-18 07:42:03,40.779694,-73.943901,FDR Drive,3.0,0.0,0.0,Light Rain,Day
3821,3821,3821,2020-04-19 08:55:35,40.760521,-73.9627,Ed Koch Queensboro Bridge West,10.0,3.0,0.0,Fair,Day
3822,3822,3822,2020-04-19 09:11:18,40.811131,-73.966827,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
3823,3823,3823,2020-04-20 10:48:29,40.79929,-73.945351,East 115th Street,10.0,8.0,0.0,Fair,Day
3824,3824,3824,2020-04-20 18:00:56,40.822159,-73.942413,Frederick Douglass Blvd,10.0,5.0,0.0,Fair,Day
3825,3825,3825,2020-04-21 06:57:07,40.746658,-73.96934499999998,FDR Drive,10.0,3.0,0.0,Fair,Day
3826,3826,3826,2020-04-22 16:32:01,40.719425,-73.97496,FDR Drive,10.0,10.0,0.0,Fair,Day
3827,3827,3827,2020-04-23 16:49:09,40.794254,-73.931412,FDR Drive,10.0,3.0,0.0,Fair,Day
3828,3828,3828,2020-04-23 18:53:34,40.742912,-73.971672,FDR Drive,10.0,5.0,0.0,Mostly Cloudy,Day
3829,3829,3829,2020-04-23 19:02:36,40.71846,-73.99481999999998,Bowery,10.0,5.0,0.0,Mostly Cloudy,Day
3830,3830,3830,2020-04-23 19:03:28,40.730213,-73.972633,FDR Drive,10.0,5.0,0.0,Mostly Cloudy,Day
3831,3831,3831,2020-04-24 08:44:37,40.782681,-73.943413,East 96th Street,3.0,15.0,0.01,Cloudy,Day
3832,3832,3832,2020-04-24 10:44:43,40.847931,-73.94281,Haven Avenue,2.0,12.0,0.05,Light Rain,Day
3833,3833,3833,2020-04-24 16:28:36,40.821789,-73.958313,Henry Hudson Parkway,2.0,5.0,0.0,Light Rain,Day
3834,3834,3834,2020-04-24 21:38:10,40.782681,-73.943413,East 96th Street,10.0,0.0,0.0,Fair,Night
3835,3835,3835,2020-04-26 11:43:54,40.802456,-73.93135799999997,East 126th Street,7.0,10.0,0.0,Light Rain,Day
3836,3836,3836,2020-04-26 12:45:50,40.782681,-73.943413,East 96th Street,4.0,18.0,0.01,Light Rain,Day
3837,3837,3837,2020-04-27 03:12:13,40.794254,-73.931412,FDR Drive,10.0,3.0,0.0,Cloudy,Night
3838,3838,3838,2020-04-27 16:33:09,40.746658,-73.96934499999998,FDR Drive,10.0,8.0,0.0,Cloudy,Day
3839,3839,3839,2020-04-27 17:44:04,40.845737,-73.931702,5th Avenue,10.0,12.0,0.0,Light Rain,Day
3840,3840,3840,2020-04-27 19:01:28,40.814941,-73.934372,Harlem River Drive South,10.0,7.0,0.0,Cloudy,Day
3841,3841,3841,2020-04-28 07:51:32,40.779694,-73.943901,FDR Drive,10.0,0.0,0.0,Fair,Day
3842,3842,3842,2020-04-28 13:01:21,40.709591,-74.001434,Pearl Street,10.0,3.0,0.0,Fair,Day
3843,3843,3843,2020-04-28 16:39:12,40.849483,-73.942123,US-1 North,10.0,5.0,0.0,Fair,Day
3844,3844,3844,2020-04-29 09:21:54,40.746658,-73.96934499999998,FDR Drive,10.0,9.0,0.0,Cloudy,Day
3845,3845,3845,2020-04-29 13:36:29,40.845737,-73.931702,5th Avenue,10.0,9.0,0.0,Cloudy,Day
3846,3846,3846,2020-04-29 17:21:11,40.847931,-73.94281,Haven Avenue,10.0,7.0,0.0,Cloudy,Day
3847,3847,3847,2020-04-29 18:01:03,40.748096,-73.968117,FDR Drive,10.0,6.0,0.0,Cloudy,Day
3848,3848,3848,2020-02-29 11:29:53,40.847923,-73.942825,Riverside Drive,10.0,9.0,0.0,Cloudy,Day
3849,3849,3849,2020-02-29 18:50:34,40.755627,-73.995972,West 37th Street,10.0,12.0,0.0,Fair,Day
3850,3850,3850,2020-02-29 18:50:01,40.782681,-73.943413,East 96th Street,10.0,12.0,0.0,Fair,Day
3851,3851,3851,2020-02-29 20:44:48,40.719425,-73.97496,FDR Drive,10.0,9.0,0.0,Fair,Night
3852,3852,3852,2020-03-01 02:28:41,40.847919,-73.942825,Riverside Drive,10.0,6.0,0.0,Fair,Night
3853,3853,3853,2020-03-01 12:54:32,40.847923,-73.942825,Riverside Drive,10.0,8.0,0.0,Fair,Day
3854,3854,3854,2020-03-01 16:07:32,40.847923,-73.942825,Riverside Drive,10.0,8.0,0.0,Fair,Day
3855,3855,3855,2020-03-01 17:29:37,40.845737,-73.931702,5th Avenue,10.0,7.0,0.0,Fair,Day
3856,3856,3856,2020-03-02 05:40:00,40.847919,-73.942825,Riverside Drive,10.0,7.0,0.0,Fair,Day
3857,3857,3857,2020-03-02 07:49:44,40.781429,-73.954178,Lexington Avenue,10.0,6.0,0.0,Fair,Day
3858,3858,3858,2020-03-02 09:03:44,40.758682,-73.958748,Ed Koch Queensboro Bridge East,10.0,10.0,0.0,Mostly Cloudy,Day
3859,3859,3859,2020-03-02 16:39:14,40.868999,-73.920311,Park Ter West,10.0,16.0,0.0,Mostly Cloudy,Day
3860,3860,3860,2020-03-02 18:13:23,40.77182,-73.97917199999998,West 65th Street,10.0,6.0,0.0,Partly Cloudy,Day
3861,3861,3861,2020-03-02 18:22:20,40.764938,-73.952347,FDR Drive,10.0,6.0,0.0,Fair,Day
3862,3862,3862,2020-03-02 21:35:54,40.781235,-73.944344,FDR Drive,10.0,6.0,0.0,Fair,Night
3863,3863,3863,2020-03-03 13:39:53,40.782681,-73.943413,East 96th Street,10.0,12.0,0.0,Fair,Day
3864,3864,3864,2020-03-03 19:02:44,40.742912,-73.971672,FDR Drive,8.0,8.0,0.0,Cloudy,Day
3865,3865,3865,2020-01-04 09:43:50,40.848194,-73.935913,5th Avenue,1.0,7.0,0.0,Fog,Day
3866,3866,3866,2020-01-04 11:11:25,40.845737,-73.931702,5th Avenue,0.5,5.0,0.0,Fog,Day
3867,3867,3867,2020-01-04 23:25:26,40.802498,-73.931381,East 126th Street,10.0,13.0,0.0,Light Rain,Night
3868,3868,3868,2020-01-06 06:34:32,40.845737,-73.931702,5th Avenue,10.0,5.0,0.0,Cloudy,Day
3869,3869,3869,2020-01-06 07:33:21,40.735352,-73.9748,FDR Drive,9.0,,0.0,Cloudy,Day
3870,3870,3870,2020-01-06 08:45:30,40.746658,-73.96934499999998,FDR Drive,10.0,9.0,0.0,Cloudy,Day
3871,3871,3871,2020-01-06 17:58:01,40.845737,-73.931702,5th Avenue,10.0,5.0,0.0,Fair,Day
3872,3872,3872,2020-01-06 18:19:03,40.709564,-74.001335,Brooklyn Bridge Walkway,10.0,5.0,0.0,Fair,Day
3873,3873,3873,2020-01-06 19:19:56,40.845737,-73.931702,5th Avenue,10.0,7.0,0.0,Fair,Night
3874,3874,3874,2020-01-06 22:23:17,40.785664,-73.98410799999998,West 79th Street,10.0,0.0,0.0,Fair,Night
3875,3875,3875,2020-01-07 06:33:35,40.759975,-73.963684,East 58th Street,10.0,5.0,0.0,Fair,Day
3876,3876,3876,2020-01-07 23:39:07,40.746658,-73.96934499999998,FDR Drive,10.0,,0.0,Mostly Cloudy,Night
3877,3877,3877,2020-01-08 08:24:43,40.802498,-73.931381,East 126th Street,8.0,6.0,0.0,Fair,Day
3878,3878,3878,2020-01-08 08:49:24,40.847839,-73.939522,West 177th Street,8.0,6.0,0.0,Fair,Day
3879,3879,3879,2020-01-08 10:21:45,40.764938,-73.952347,FDR Drive,10.0,5.0,0.0,Partly Cloudy,Day
3880,3880,3880,2020-01-08 10:30:26,40.748859,-73.97583,3rd Avenue,10.0,5.0,0.0,Partly Cloudy,Day
3881,3881,3881,2020-01-08 14:22:28,40.782681,-73.943413,East 96th Street,10.0,12.0,0.0,Mostly Cloudy,Day
3882,3882,3882,2020-01-08 16:46:59,40.755089,-73.961937,FDR Drive,10.0,12.0,0.0,Fair,Day
3883,3883,3883,2020-01-09 08:02:06,40.845737,-73.931702,5th Avenue,10.0,10.0,0.0,Fair,Day
3884,3884,3884,2020-01-09 08:06:19,40.807774,-73.945488,Lenox Avenue,10.0,10.0,0.0,Fair,Day
3885,3885,3885,2020-01-09 08:29:54,40.736961,-73.984512,3rd Avenue,10.0,3.0,0.0,Fair,Day
3886,3886,3886,2020-01-09 10:15:06,40.719425,-73.97496,FDR Drive,10.0,5.0,0.0,Fair,Day
3887,3887,3887,2020-01-09 12:20:33,40.757252,-73.985802,West 44th Street,10.0,9.0,0.0,Fair,Day
3888,3888,3888,2020-01-09 15:04:15,40.845737,-73.931702,5th Avenue,10.0,0.0,0.0,Fair,Day
3889,3889,3889,2020-01-10 06:51:01,40.788689,-73.937866,F D R Drive,10.0,10.0,0.0,Cloudy,Day
3890,3890,3890,2020-01-10 07:05:28,40.802498,-73.931381,East 126th Street,10.0,10.0,0.0,Cloudy,Day
3891,3891,3891,2020-01-10 07:10:10,40.788437,-73.928101,Robert F Kennedy Bridge,10.0,10.0,0.0,Cloudy,Day
3892,3892,3892,2020-01-10 07:17:07,40.794254,-73.931412,FDR Drive,10.0,10.0,0.0,Cloudy,Day
3893,3893,3893,2020-01-10 07:27:18,40.743568,-73.992302,Avenue of the Americas,10.0,6.0,0.0,Cloudy,Day
3894,3894,3894,2020-01-10 07:38:03,40.847919,-73.942825,Riverside Drive,10.0,6.0,0.0,Cloudy,Day
3895,3895,3895,2020-01-10 10:40:06,40.848122,-73.930878,Amsterdam Avenue,10.0,9.0,0.0,Mostly Cloudy,Day
3896,3896,3896,2020-01-10 12:36:03,40.762489,-73.962967,East 62nd Street,10.0,7.0,0.0,Cloudy,Day
3897,3897,3897,2020-01-10 13:05:42,40.845737,-73.931702,5th Avenue,10.0,7.0,0.0,Cloudy,Day
3898,3898,3898,2020-01-10 13:23:16,40.803131,-73.940453,East 122nd Street,10.0,9.0,0.0,Fair,Day
3899,3899,3899,2020-01-10 14:09:51,40.845737,-73.931702,5th Avenue,10.0,9.0,0.0,Fair,Day
3900,3900,3900,2020-01-11 06:31:06,40.782681,-73.943413,East 96th Street,10.0,3.0,0.0,Cloudy,Day
3901,3901,3901,2020-01-12 12:59:05,40.806774,-73.93360899999998,Harlem River Drive South,10.0,15.0,0.0,Fair,Day
3902,3902,3902,2020-01-12 17:11:44,40.845737,-73.931702,5th Avenue,10.0,12.0,0.0,Fair,Day
3903,3903,3903,2020-01-13 07:55:36,40.740028,-73.97625,1st Avenue,10.0,6.0,0.0,Fair,Day
3904,3904,3904,2020-01-13 14:57:27,40.845737,-73.931702,5th Avenue,10.0,6.0,0.0,Cloudy,Day
3905,3905,3905,2020-01-13 15:12:34,40.845737,-73.931702,5th Avenue,10.0,6.0,0.0,Cloudy,Day
3906,3906,3906,2020-01-13 16:15:21,40.845737,-73.931702,5th Avenue,10.0,0.0,0.0,Cloudy,Day
3907,3907,3907,2020-01-13 22:10:31,40.735352,-73.9748,FDR Drive,8.0,0.0,0.0,Cloudy,Night
3908,3908,3908,2020-01-13 22:21:27,40.733246,-73.974281,Captain Patrick J Brown Walk,8.0,0.0,0.0,Mostly Cloudy,Night
3909,3909,3909,2020-01-14 09:48:56,40.735352,-73.9748,FDR Drive,10.0,7.0,0.0,Fair,Day
3910,3910,3910,2020-01-14 14:06:17,40.782681,-73.943413,East 96th Street,10.0,3.0,0.0,Cloudy,Day
3911,3911,3911,2020-01-14 14:26:53,40.845737,-73.931702,5th Avenue,10.0,7.0,0.0,Light Rain,Day
3912,3912,3912,2020-01-15 09:15:43,40.758682,-73.958748,Ed Koch Queensboro Bridge East,10.0,7.0,0.0,Fair,Day
3913,3913,3913,2020-01-15 13:20:51,40.845737,-73.931702,5th Avenue,10.0,7.0,0.0,Fair,Day
3914,3914,3914,2020-01-15 19:12:21,40.845737,-73.931702,5th Avenue,10.0,0.0,0.0,Fair,Night
3915,3915,3915,2020-01-16 11:05:50,40.709564,-74.001335,Brooklyn Bridge Walkway,10.0,7.0,0.0,Light Rain,Day
3916,3916,3916,2020-01-16 15:50:49,40.782681,-73.943413,East 96th Street,10.0,16.0,0.0,Partly Cloudy,Day
3917,3917,3917,2020-01-16 21:16:56,40.706081,-73.996742,Brooklyn Bridge Walkway,9.0,17.0,0.0,Light Snow,Night
3918,3918,3918,2020-01-17 08:03:57,40.779694,-73.943901,FDR Drive,10.0,8.0,0.0,Fair,Day
3919,3919,3919,2020-01-17 16:06:43,40.849716,-73.94208499999998,5th Avenue,10.0,12.0,0.0,Fair,Day
3920,3920,3920,2020-01-18 13:47:57,40.847923,-73.942825,Riverside Drive,0.5,0.0,0.06,Light Snow,Day
3921,3921,3921,2020-01-19 00:17:49,40.71432100000001,-73.976883,FDR Drive,7.0,7.0,0.0,Cloudy,Night
3922,3922,3922,2020-01-19 16:37:54,40.847923,-73.942825,Riverside Drive,10.0,10.0,0.0,Cloudy,Day
3923,3923,3923,2020-01-19 23:56:55,40.782681,-73.943413,East 96th Street,10.0,7.0,0.0,Mostly Cloudy,Night
3924,3924,3924,2020-01-20 03:42:43,40.710709,-73.984703,Montgomery Street,10.0,8.0,0.0,Fair,Night
3925,3925,3925,2020-01-20 07:22:34,40.755951,-73.990723,West 40th Street,10.0,3.0,0.0,Fair,Day
3926,3926,3926,2020-01-20 08:54:55,40.746658,-73.96934499999998,FDR Drive,10.0,8.0,0.0,Fair,Day
3927,3927,3927,2020-01-20 20:15:17,40.706142,-73.996811,Brooklyn Bridge Walkway,10.0,7.0,0.0,Fair,Night
3928,3928,3928,2020-01-21 06:26:29,40.851273,-73.950317,George Washington Bridge,10.0,0.0,0.0,Fair,Day
3929,3929,3929,2020-01-21 08:09:15,40.751511,-73.97827099999998,East 41st Street,10.0,0.0,0.0,Fair,Day
3930,3930,3930,2020-01-21 08:49:25,40.845737,-73.931702,5th Avenue,10.0,,0.0,Fair,Day
3931,3931,3931,2020-01-22 07:45:54,40.788437,-73.928101,Robert F Kennedy Bridge,10.0,,0.0,Fair,Day
3932,3932,3932,2020-01-22 10:50:00,40.763489,-73.98895300000002,West 50th Street,10.0,,0.0,Fair,Day
3933,3933,3933,2020-01-22 20:43:54,40.748047,-73.96815500000002,FDR Drive,10.0,,0.0,Fair,Night
3934,3934,3934,2020-01-23 10:35:01,40.796982,-73.92234,Bronx Shore Rd,10.0,,0.0,Fair,Day
3935,3935,3935,2020-01-23 17:52:35,40.849178,-73.939484,5th Avenue,10.0,,0.0,Fair,Day
3936,3936,3936,2020-01-24 06:53:48,40.801308,-73.929909,Robert F Kennedy Bridge,9.0,,0.0,Fair,Day
3937,3937,3937,2020-01-24 23:29:04,40.793083,-73.97963,Henry Hudson Parkway,10.0,,0.0,Mostly Cloudy,Night
3938,3938,3938,2020-01-25 14:08:14,40.847923,-73.942825,Riverside Drive,4.0,,0.01,Light Rain,Day
3939,3939,3939,2020-01-26 00:16:00,40.771542,-73.994209,West 57th Street,10.0,,0.0,Fair,Night
3940,3940,3940,2020-01-26 04:05:25,40.746391,-73.974686,2nd Avenue,10.0,,0.0,Fair,Night
3941,3941,3941,2020-01-26 13:19:21,40.785664,-73.98410799999998,West 79th Street,10.0,,0.0,Partly Cloudy,Day
3942,3942,3942,2020-01-26 14:25:47,40.847923,-73.942825,Riverside Drive,10.0,,0.0,Cloudy,Day
3943,3943,3943,2020-01-26 16:22:33,40.847919,-73.942825,Riverside Drive,10.0,,0.0,Cloudy,Day
3944,3944,3944,2020-01-26 19:32:19,40.851158,-73.949738,George Washington Bridge,10.0,,0.0,Mostly Cloudy,Night
3945,3945,3945,2020-01-27 11:08:11,40.847919,-73.942825,Riverside Drive,10.0,,0.0,Mostly Cloudy,Day
3946,3946,3946,2020-01-28 14:05:58,40.845737,-73.931702,5th Avenue,10.0,9.0,0.0,Cloudy,Day
3947,3947,3947,2020-01-28 16:36:06,40.814732,-73.964104,Henry Hudson Parkway,10.0,7.0,0.0,Cloudy,Day
3948,3948,3948,2020-01-29 14:01:06,40.7299,-73.989662,Stuyvesant Street,10.0,7.0,0.0,Fair,Day
3949,3949,3949,2020-01-29 14:23:46,40.849918,-73.931473,Audubon Avenue,10.0,3.0,0.0,Fair,Day
3950,3950,3950,2020-01-29 15:41:06,40.845737,-73.931702,5th Avenue,10.0,6.0,0.0,Fair,Day
3951,3951,3951,2020-01-29 18:57:36,40.845737,-73.931702,5th Avenue,10.0,8.0,0.0,Fair,Night
3952,3952,3952,2020-01-29 19:28:34,40.746658,-73.96934499999998,FDR Drive,10.0,8.0,0.0,Fair,Night
3953,3953,3953,2020-01-30 07:56:42,40.804379,-73.93740799999998,East 125th Street,10.0,8.0,0.0,Fair,Day
3954,3954,3954,2020-01-30 08:46:32,40.784969,-73.982651,Riverside Drive,10.0,8.0,0.0,Fair,Day
3955,3955,3955,2020-01-30 10:21:50,40.796982,-73.92234,Bronx Shore Rd,10.0,3.0,0.0,Fair,Day
3956,3956,3956,2020-01-30 11:26:22,40.802498,-73.931381,East 126th Street,10.0,5.0,0.0,Fair,Day
3957,3957,3957,2020-01-30 13:13:13,40.757118,-73.971909,East 51st Street,10.0,6.0,0.0,Fair,Day
3958,3958,3958,2020-01-30 15:11:23,40.76675,-73.950722,FDR Drive,10.0,0.0,0.0,Fair,Day
3959,3959,3959,2020-01-30 15:18:30,40.779877,-73.92675,Robert F Kennedy Bridge East,10.0,0.0,0.0,Fair,Day
3960,3960,3960,2020-01-30 15:43:59,40.764938,-73.952347,FDR Drive,10.0,0.0,0.0,Fair,Day
3961,3961,3961,2020-01-31 07:04:52,40.745399,-73.977364,East 34th Street,10.0,3.0,0.0,Cloudy,Day
3962,3962,3962,2020-01-31 07:05:37,40.788582,-73.955269,5th Avenue,10.0,3.0,0.0,Cloudy,Day
3963,3963,3963,2020-01-31 07:27:50,40.8195,-73.9328,West 145th Street,10.0,3.0,0.0,Cloudy,Day
3964,3964,3964,2020-01-31 06:54:58,40.847919,-73.942825,Riverside Drive,10.0,3.0,0.0,Cloudy,Day
3965,3965,3965,2020-01-31 08:07:13,40.770279,-73.947823,FDR Drive,10.0,5.0,0.0,Cloudy,Day
3966,3966,3966,2020-01-31 12:59:30,40.845737,-73.931702,5th Avenue,10.0,3.0,0.0,Cloudy,Day
3967,3967,3967,2020-01-31 14:03:14,40.845737,-73.931702,5th Avenue,10.0,3.0,0.0,Cloudy,Day
3968,3968,3968,2020-01-31 16:06:05,40.845737,-73.931702,5th Avenue,10.0,5.0,0.0,Cloudy,Day
3969,3969,3969,2020-02-02 07:34:25,40.782681,-73.943413,East 96th Street,6.0,5.0,0.0,Cloudy,Day
3970,3970,3970,2020-02-02 17:31:40,40.847919,-73.942825,Riverside Drive,10.0,10.0,0.01,Light Rain,Day
3971,3971,3971,2020-02-03 03:28:38,40.735352,-73.9748,FDR Drive,10.0,9.0,0.0,Mostly Cloudy,Night
3972,3972,3972,2020-02-03 08:08:10,40.719425,-73.97496,FDR Drive,10.0,9.0,0.0,Cloudy,Day
3973,3973,3973,2020-02-03 13:15:02,40.845737,-73.931702,5th Avenue,10.0,7.0,0.0,Partly Cloudy,Day
3974,3974,3974,2020-02-03 22:23:23,40.847919,-73.942825,Riverside Drive,10.0,0.0,0.0,Fair,Night
3975,3975,3975,2020-02-04 07:12:54,40.764271,-73.973022,5th Avenue,10.0,5.0,0.0,Light Rain,Day
3976,3976,3976,2020-02-04 07:51:07,40.81102,-73.93483,Harlem River Drive North,10.0,0.0,0.0,Light Rain,Day
3977,3977,3977,2020-02-04 09:27:21,40.801655,-73.930153,FDR Drive,9.0,0.0,0.0,Cloudy,Day
3978,3978,3978,2020-02-04 11:13:10,40.76223,-73.96820100000002,East 59th Street,9.0,0.0,0.0,Cloudy,Day
3979,3979,3979,2020-02-05 02:07:19,40.785,-73.94091,FDR Drive,10.0,8.0,0.0,Cloudy,Night
3980,3980,3980,2020-02-05 06:48:45,40.74638,-73.977631,3rd Avenue,10.0,5.0,0.0,Cloudy,Day
3981,3981,3981,2020-02-05 13:23:24,40.73008,-73.992828,Astor Place,10.0,6.0,0.0,Cloudy,Day
3982,3982,3982,2020-02-05 18:44:02,40.782681,-73.943413,East 96th Street,10.0,5.0,0.0,Cloudy,Day
3983,3983,3983,2020-02-05 19:42:23,40.782681,-73.943413,East 96th Street,10.0,8.0,0.0,Cloudy,Night
3984,3984,3984,2020-02-06 04:55:15,40.769402,-73.994858,12th Avenue,6.0,9.0,0.03,Light Rain,Night
3985,3985,3985,2020-02-06 10:35:48,40.733059,-74.006401,Hudson Street,5.0,8.0,0.0,Cloudy,Day
3986,3986,3986,2020-02-06 11:28:42,40.779694,-73.943901,FDR Drive,1.0,10.0,0.0,Fog,Day
3987,3987,3987,2020-02-06 22:43:28,40.847919,-73.935272,5th Avenue,3.0,6.0,0.0,Cloudy,Night
3988,3988,3988,2020-02-07 08:26:46,40.76178,-73.979027,West 53rd Street,1.0,7.0,0.02,Light Rain,Day
3989,3989,3989,2020-02-07 08:28:05,40.803169,-73.952438,Adam Clayton Powell Jr Blvd,1.0,7.0,0.02,Light Rain,Day
3990,3990,3990,2020-02-07 08:29:50,40.739792,-73.97953000000003,2nd Avenue,1.0,7.0,0.02,Light Rain,Day
3991,3991,3991,2020-02-07 08:43:14,40.729568,-73.989906,Cooper Sq,1.0,7.0,0.02,Light Rain,Day
3992,3992,3992,2020-02-07 21:34:37,40.782681,-73.943413,East 96th Street,10.0,12.0,0.0,Cloudy,Night
3993,3993,3993,2020-02-08 13:57:38,40.847923,-73.942825,Riverside Drive,10.0,6.0,0.0,Cloudy,Day
3994,3994,3994,2020-02-09 17:50:49,40.847919,-73.942825,Riverside Drive,10.0,3.0,0.0,Fair,Day
3995,3995,3995,2020-02-10 05:47:03,40.847923,-73.942825,Riverside Drive,10.0,0.0,0.0,Light Rain,Day
3996,3996,3996,2020-02-10 10:39:11,40.851387,-73.950905,George Washington Bridge,10.0,7.0,0.0,Cloudy,Day
3997,3997,3997,2020-02-10 13:34:27,40.760616,-73.956879,FDR Drive,2.0,9.0,0.05,Light Rain,Day
3998,3998,3998,2020-02-11 06:07:26,40.74165,-73.97818000000002,East 29th Street,2.0,3.0,0.01,Light Rain,Day
3999,3999,3999,2020-02-11 09:39:49,40.779694,-73.943901,FDR Drive,3.0,5.0,0.01,Cloudy,Day
4000,4000,4000,2020-02-11 14:12:02,40.708698,-74.00729399999999,John Street,6.0,3.0,0.02,Light Rain,Day
4001,4001,4001,2020-02-11 16:51:53,40.845341,-73.942352,West 172nd Street,10.0,5.0,0.0,Cloudy,Day
4002,4002,4002,2020-02-11 20:22:01,40.746391,-73.974686,2nd Avenue,10.0,9.0,0.0,Cloudy,Night
4003,4003,4003,2020-02-12 15:37:22,40.845737,-73.931702,5th Avenue,10.0,6.0,0.0,Fair,Day
4004,4004,4004,2020-02-12 20:17:52,40.760513,-73.956802,FDR Drive,10.0,0.0,0.0,Cloudy,Night
4005,4005,4005,2020-02-12 20:25:19,40.74324,-73.97221400000002,East 34th Street,10.0,5.0,0.0,Cloudy,Night
4006,4006,4006,2020-02-12 22:36:19,40.709652,-73.99233199999998,FDR Drive,6.0,,0.0,Light Rain,Night
4007,4007,4007,2020-02-12 22:59:28,40.758747,-73.958702,FDR Drive,6.0,,0.0,Light Rain,Night
4008,4008,4008,2020-02-13 06:33:43,40.845737,-73.931702,5th Avenue,5.0,7.0,0.01,Cloudy,Day
4009,4009,4009,2020-02-13 08:50:17,40.746658,-73.96934499999998,FDR Drive,2.0,0.0,0.0,Light Rain,Day
4010,4010,4010,2020-02-13 09:19:34,40.7146,-73.976822,FDR Drive,2.0,0.0,0.0,Light Rain,Day
4011,4011,4011,2020-02-13 09:37:12,40.847923,-73.942825,Riverside Drive,1.0,5.0,0.0,Fog,Day
4012,4012,4012,2020-02-13 12:42:37,40.779694,-73.943901,FDR Drive,2.0,5.0,0.01,Light Rain,Day
4013,4013,4013,2020-02-13 18:04:30,40.779499,-73.953491,3rd Avenue,10.0,6.0,0.0,Mostly Cloudy,Day
4014,4014,4014,2020-02-13 20:48:26,40.747231,-73.96893299999998,40-99 Franklin Delano Roosevelt Drive Service Rd West,10.0,12.0,0.0,Fair,Night
4015,4015,4015,2020-02-13 23:29:32,40.848431,-73.936531,5th Avenue,10.0,7.0,0.0,Fair,Night
4016,4016,4016,2020-02-14 08:49:40,40.85881,-73.922974,Harlem River Drive South,10.0,28.0,0.0,Fair / Windy,Day
4017,4017,4017,2020-02-14 12:12:10,40.75209,-74.00099200000002,10th Avenue,10.0,9.0,0.0,Fair,Day
4018,4018,4018,2020-02-14 14:34:42,40.845737,-73.931702,5th Avenue,10.0,10.0,0.0,Fair,Day
4019,4019,4019,2020-02-14 18:33:45,40.72345,-74.00383000000002,Watts Street,10.0,6.0,0.0,Fair,Day
4020,4020,4020,2020-02-14 19:47:27,40.782681,-73.943413,East 96th Street,10.0,7.0,0.0,Fair,Night
4021,4021,4021,2020-02-15 07:43:28,40.709637,-73.992455,FDR Drive,10.0,6.0,0.0,Fair,Day
4022,4022,4022,2020-02-16 00:42:44,40.755089,-73.961937,FDR Drive,10.0,7.0,0.0,Fair,Night
4023,4023,4023,2020-02-17 09:47:51,40.747692,-73.968452,FDR Drive,10.0,3.0,0.0,Fair,Day
4024,4024,4024,2020-02-17 13:43:01,40.845737,-73.931702,5th Avenue,10.0,3.0,0.0,Fair,Day
4025,4025,4025,2020-02-17 14:37:29,40.782681,-73.943413,East 96th Street,10.0,5.0,0.0,Fair,Day
4026,4026,4026,2020-02-17 16:20:26,40.821789,-73.958313,Henry Hudson Parkway,10.0,6.0,0.0,Fair,Day
4027,4027,4027,2020-02-17 16:26:45,40.802498,-73.931381,East 126th Street,10.0,0.0,0.0,Fair,Day
4028,4028,4028,2020-02-17 17:30:30,40.811131,-73.966827,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Day
4029,4029,4029,2020-02-17 18:34:15,40.830593,-73.936035,Frederick Douglass Blvd,10.0,7.0,0.0,Fair,Day
4030,4030,4030,2020-02-18 09:57:12,40.716087,-73.99591099999998,Manhattan Bridge,10.0,7.0,0.0,Cloudy,Day
4031,4031,4031,2020-02-18 10:46:08,40.788437,-73.928101,Robert F Kennedy Bridge,10.0,5.0,0.0,Cloudy,Day
4032,4032,4032,2020-02-21 05:47:21,40.750843,-73.965851,F D R Drive,10.0,8.0,0.0,Fair,Day
4033,4033,4033,2020-02-21 06:11:46,40.776455,-73.942619,FDR Drive,10.0,8.0,0.0,Fair,Day
4034,4034,4034,2020-02-21 06:21:18,40.757019,-74.004921,West 34th Street,10.0,5.0,0.0,Fair,Day
4035,4035,4035,2020-02-21 06:46:16,40.807652,-73.932343,3rd Avenue,10.0,5.0,0.0,Fair,Day
4036,4036,4036,2020-02-21 07:00:37,40.778599,-73.92596400000002,Robert F Kennedy Bridge West,10.0,5.0,0.0,Fair,Day
4037,4037,4037,2020-02-21 07:42:33,40.78587,-73.950928,Lexington Avenue,10.0,0.0,0.0,Fair,Day
4038,4038,4038,2020-02-21 07:43:31,40.760818,-73.998322,West 42nd Street,10.0,0.0,0.0,Fair,Day
4039,4039,4039,2020-02-21 08:30:54,40.706661,-74.01593000000003,West Street,10.0,5.0,0.0,Fair,Day
4040,4040,4040,2020-02-22 06:18:58,40.764938,-73.952347,FDR Drive,10.0,7.0,0.0,Fair,Day
4041,4041,4041,2020-02-22 18:28:53,40.847919,-73.942825,Riverside Drive,10.0,6.0,0.0,Fair,Day
4042,4042,4042,2020-02-24 06:47:05,40.832645,-73.95034799999998,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Day
4043,4043,4043,2020-02-24 07:49:04,40.75288,-73.98919699999998,7th Avenue,10.0,0.0,0.0,Fair,Day
